target_id	length	eff_length	est_counts	tpm
Y110A7A.10	1787	1528	2909.32	49.3617
F27C8.1	1940	1681	121	1.86612
F07C3.7	1728	1469	62	1.09419
F52H2.2	1739	1480	295	5.16752
T13A10.10a	1734	1475	30.9984	0.54484
T13A10.10b	1598	1339	0.00161774	3.1322e-05
C55C2.5a	1840	1581	49.6988	0.814959
C55C2.5b	1606	1347	0	0
C55C2.5c	1671	1412	0	0
C55C2.5d	1618	1359	0.301221	0.0057463
T11F9.4a	1765	1506	18.5926	0.320064
T11F9.4b.1	1684	1425	6.40741	0.116571
T11F9.4b.2	1784	1525	1.09282e-06	1.85781e-08
F54D12.3	1503	1244	3	0.0625206
F28F9.4	1452	1193	26	0.565008
Y53H1C.1a	2022	1763	1274.97	18.7486
Y53H1C.1b	1958	1699	251.852	3.84304
C50F2.9	258	39.8547	9	5.85444
C50F2.10	414	155.169	1835	306.587
F54B8.5	270	44.4593	0	0
Y38H6C.22	381	123.049	0	0
T22H6.5	484	225.001	75	8.6417
T22H6.7	646	387	65	4.35436
M79.1a	4081	3822	361.909	2.45488
M79.1b	4012	3753	144.091	0.995361
M79.1c	3997	3738	0	0
C24F3.5a	4715	4456	7.70827	0.0448471
C24F3.5b	4726	4467	0.291725	0.00169309
F12B6.1a	6670	6411	57.7568	0.23356
F12B6.1b	6559	6300	261.243	1.07504
Y39D8C.1	5545	5286	336	1.64791
Y53C10A.9	4724	4465	13	0.0754821
AC3.3	1403	1144	1.38709	0.031434
F19G12.7	1719	1460	2	0.035514
F31A3.1	729	470	0	0
Y5H2A.3	1020	761	0	0
Y105C5A.4	1008	749	0	0
C03A7.7	1174	915	0	0
C03A7.8	1317	1058	1.8079	0.0443008
C03A7.14	1525	1266	3.1921	0.0653679
R09F10.2	1137	878	7	0.206693
F35A5.3	1271	1012	0	0
T01D1.6	1273	1014	4	0.102269
W09B12.1.1	1984	1725	21.6063	0.324723
W09B12.1.2	2525	2266	75.3937	0.862576
Y44E3A.2	1995	1736	45	0.672024
Y48B6A.8	2168	1909	17.1246	0.232561
Y48B6A.7	1930	1671	3	0.0465443
C42D8.5a	3282	3023	38.5354	0.330479
C42D8.5b	1560	1301	0	0
ZK455.1	3072	2813	1836	16.921
F54H12.1a	2709	2450	18373.4	194.422
F54H12.1b	2365	2106	0.00834927	0.000102781
F54H12.1c.1	2500	2241	384.468	4.44775
F54H12.1c.2	2562	2303	2.15321e-06	2.4239e-08
K11G12.2	1888	1629	1	0.0159148
